date,channel,campaign,spend,clicks,impressions,sales_cost
2012-07-19,Google,brand,10.8,8,40,1.3
2012-07-19,Google,nonbrand,191.7,142,710,23.0
2012-07-19,direct,(direct),0.0,6,6,0.0
2012-07-20,Affiliate,(organic/referral),1.2,8,16,0.06
2012-07-20,Google,brand,10.8,8,40,1.3
2012-07-20,Google,nonbrand,195.75,145,725,23.49
2012-07-20,direct,(direct),0.0,5,5,0.0
2012-07-21,Affiliate,(organic/referral),0.45,3,6,0.02
2012-07-21,Bing,brand,1.1,1,4,0.13
2012-07-21,Google,brand,4.05,3,15,0.49
2012-07-21,Google,nonbrand,66.15,49,245,7.94
2012-07-21,direct,(direct),0.0,6,6,0.0
2012-07-22,Affiliate,(organic/referral),1.5,10,20,0.08
2012-07-22,Google,brand,2.7,2,10,0.32
2012-07-22,Google,nonbrand,71.55,53,265,8.59
2012-07-22,direct,(direct),0.0,1,1,0.0
2012-07-23,Affiliate,(organic/referral),1.8,12,24,0.09
2012-07-23,Bing,brand,5.5,5,20,0.66
2012-07-23,Google,brand,5.4,4,20,0.65
2012-07-23,Google,nonbrand,195.75,145,725,23.49
2012-07-23,direct,(direct),0.0,11,11,0.0
2012-07-24,Affiliate,(organic/referral),0.75,5,10,0.04
2012-07-24,Bing,brand,3.3,3,12,0.4
2012-07-24,Google,brand,12.15,9,45,1.46
2012-07-24,Google,nonbrand,175.5,130,650,21.06
2012-07-24,direct,(direct),0.0,7,7,0.0
2012-07-25,Affiliate,(organic/referral),1.65,11,22,0.08
2012-07-25,Bing,brand,3.3,3,12,0.4
2012-07-25,Google,brand,9.45,7,35,1.13
2012-07-25,Google,nonbrand,197.1,146,730,23.65
2012-07-25,direct,(direct),0.0,7,7,0.0
2012-07-26,Affiliate,(organic/referral),1.35,9,18,0.07
2012-07-26,Bing,brand,2.2,2,8,0.26
2012-07-26,Google,brand,9.45,7,35,1.13
2012-07-26,Google,nonbrand,179.55,133,665,21.55
2012-07-26,direct,(direct),0.0,8,8,0.0
2012-07-27,Affiliate,(organic/referral),0.9,6,12,0.04
2012-07-27,Bing,brand,2.2,2,8,0.26
2012-07-27,Google,brand,12.15,9,45,1.46
2012-07-27,Google,nonbrand,163.35,121,605,19.6
2012-07-27,direct,(direct),0.0,7,7,0.0
2012-07-28,Affiliate,(organic/referral),0.3,2,4,0.02
2012-07-28,Google,brand,5.4,4,20,0.65
2012-07-28,Google,nonbrand,91.8,68,340,11.02
2012-07-28,direct,(direct),0.0,5,5,0.0
2012-07-29,Affiliate,(organic/referral),1.2,8,16,0.06
2012-07-29,Bing,brand,1.1,1,4,0.13
2012-07-29,Google,brand,2.7,2,10,0.32
2012-07-29,Google,nonbrand,86.4,64,320,10.37
2012-07-30,Affiliate,(organic/referral),0.3,2,4,0.02
2012-07-30,Bing,brand,3.3,3,12,0.4
2012-07-30,Google,brand,9.45,7,35,1.13
2012-07-30,Google,nonbrand,260.55,193,965,31.27
2012-07-30,direct,(direct),0.0,8,8,0.0
2012-07-31,Affiliate,(organic/referral),1.5,10,20,0.08
2012-07-31,Bing,brand,2.2,2,8,0.26
2012-07-31,Google,brand,5.4,4,20,0.65
2012-07-31,Google,nonbrand,237.6,176,880,28.51
2012-07-31,direct,(direct),0.0,11,11,0.0
2012-08-01,Affiliate,(organic/referral),1.2,8,16,0.06
2012-08-01,Bing,brand,2.2,2,8,0.26
2012-08-01,Google,brand,5.4,4,20,0.65
2012-08-01,Google,nonbrand,257.85,191,955,30.94
2012-08-01,direct,(direct),0.0,5,5,0.0
2012-08-02,Affiliate,(organic/referral),2.4,16,32,0.12
2012-08-02,Google,brand,9.45,7,35,1.13
2012-08-02,Google,nonbrand,225.45,167,835,27.05
2012-08-02,direct,(direct),0.0,9,9,0.0
2012-08-03,Affiliate,(organic/referral),1.05,7,14,0.05
2012-08-03,Bing,brand,1.1,1,4,0.13
2012-08-03,Google,brand,8.1,6,30,0.97
2012-08-03,Google,nonbrand,209.25,155,775,25.11
2012-08-03,direct,(direct),0.0,7,7,0.0
2012-08-04,Affiliate,(organic/referral),1.35,9,18,0.07
2012-08-04,Google,brand,4.05,3,15,0.49
2012-08-04,Google,nonbrand,110.7,82,410,13.28
2012-08-04,direct,(direct),0.0,2,2,0.0
2012-08-05,Affiliate,(organic/referral),0.75,5,10,0.04
2012-08-05,Bing,brand,1.1,1,4,0.13
2012-08-05,Google,nonbrand,110.7,82,410,13.28
2012-08-05,direct,(direct),0.0,3,3,0.0
2012-08-06,Affiliate,(organic/referral),1.2,8,16,0.06
2012-08-06,Bing,brand,2.2,2,8,0.26
2012-08-06,Google,brand,12.15,9,45,1.46
2012-08-06,Google,nonbrand,248.4,184,920,29.81
2012-08-06,direct,(direct),0.0,8,8,0.0
2012-08-07,Affiliate,(organic/referral),1.05,7,14,0.05
2012-08-07,Bing,brand,1.1,1,4,0.13
2012-08-07,Google,brand,5.4,4,20,0.65
2012-08-07,Google,nonbrand,241.65,179,895,29.0
2012-08-07,direct,(direct),0.0,10,10,0.0
2012-08-08,Affiliate,(organic/referral),1.05,7,14,0.05
2012-08-08,Bing,brand,1.1,1,4,0.13
2012-08-08,Google,brand,17.55,13,65,2.11
2012-08-08,Google,nonbrand,270.0,200,1000,32.4
2012-08-08,direct,(direct),0.0,10,10,0.0
2012-08-09,Affiliate,(organic/referral),0.6,4,8,0.03
2012-08-09,Bing,brand,3.3,3,12,0.4
2012-08-09,Google,brand,12.15,9,45,1.46
2012-08-09,Google,nonbrand,271.35,201,1005,32.56
2012-08-09,direct,(direct),0.0,9,9,0.0
2012-08-10,Affiliate,(organic/referral),0.9,6,12,0.04
2012-08-10,Bing,brand,2.2,2,8,0.26
2012-08-10,Google,brand,9.45,7,35,1.13
2012-08-10,Google,nonbrand,225.45,167,835,27.05
2012-08-10,direct,(direct),0.0,5,5,0.0
2012-08-11,Affiliate,(organic/referral),0.6,4,8,0.03
2012-08-11,Bing,brand,1.1,1,4,0.13
2012-08-11,Google,brand,8.1,6,30,0.97
2012-08-11,Google,nonbrand,99.9,74,370,11.99
2012-08-11,direct,(direct),0.0,3,3,0.0
2012-08-12,Affiliate,(organic/referral),0.9,6,12,0.04
2012-08-12,Google,brand,5.4,4,20,0.65
2012-08-12,Google,nonbrand,109.35,81,405,13.12
2012-08-12,direct,(direct),0.0,2,2,0.0
2012-08-13,Affiliate,(organic/referral),1.65,11,22,0.08
2012-08-13,Bing,brand,4.4,4,16,0.53
2012-08-13,Google,brand,5.4,4,20,0.65
2012-08-13,Google,nonbrand,229.5,170,850,27.54
2012-08-13,direct,(direct),0.0,7,7,0.0
2012-08-14,Affiliate,(organic/referral),1.95,13,26,0.1
2012-08-14,Google,brand,10.8,8,40,1.3
2012-08-14,Google,nonbrand,230.85,171,855,27.7
2012-08-14,direct,(direct),0.0,7,7,0.0
2012-08-15,Affiliate,(organic/referral),1.5,10,20,0.08
2012-08-15,Bing,brand,6.6,6,24,0.79
2012-08-15,Google,brand,8.1,6,30,0.97
2012-08-15,Google,nonbrand,216.0,160,800,25.92
2012-08-15,direct,(direct),0.0,20,20,0.0
2012-08-16,Affiliate,(organic/referral),1.65,11,22,0.08
2012-08-16,Bing,brand,2.2,2,8,0.26
2012-08-16,Google,brand,18.9,14,70,2.27
2012-08-16,Google,nonbrand,237.6,176,880,28.51
2012-08-16,direct,(direct),0.0,10,10,0.0
2012-08-17,Affiliate,(organic/referral),1.05,7,14,0.05
2012-08-17,Bing,brand,2.2,2,8,0.26
2012-08-17,Google,brand,6.75,5,25,0.81
2012-08-17,Google,nonbrand,209.25,155,775,25.11
2012-08-17,direct,(direct),0.0,10,10,0.0
2012-08-18,Affiliate,(organic/referral),0.6,4,8,0.03
2012-08-18,Bing,brand,1.1,1,4,0.13
2012-08-18,Google,brand,6.75,5,25,0.81
2012-08-18,Google,nonbrand,114.75,85,425,13.77
2012-08-18,direct,(direct),0.0,4,4,0.0
2012-08-19,Affiliate,(organic/referral),1.5,10,20,0.08
2012-08-19,Bing,brand,2.2,2,8,0.26
2012-08-19,Bing,nonbrand,29.7,27,108,3.56
2012-08-19,Google,brand,2.7,2,10,0.32
2012-08-19,Google,nonbrand,98.55,73,365,11.83
2012-08-19,direct,(direct),0.0,2,2,0.0
2012-08-20,Affiliate,(organic/referral),1.95,13,26,0.1
2012-08-20,Bing,brand,4.4,4,16,0.53
2012-08-20,Bing,nonbrand,58.3,53,212,7.0
2012-08-20,Google,brand,14.85,11,55,1.78
2012-08-20,Google,nonbrand,240.3,178,890,28.84
2012-08-20,direct,(direct),0.0,11,11,0.0
2012-08-21,Affiliate,(organic/referral),1.95,13,26,0.1
2012-08-21,Bing,brand,4.4,4,16,0.53
2012-08-21,Bing,nonbrand,55.0,50,200,6.6
2012-08-21,Google,brand,12.15,9,45,1.46
2012-08-21,Google,nonbrand,230.85,171,855,27.7
2012-08-21,direct,(direct),0.0,6,6,0.0
2012-08-22,Affiliate,(organic/referral),1.05,7,14,0.05
2012-08-22,Bing,brand,2.2,2,8,0.26
2012-08-22,Bing,nonbrand,59.4,54,216,7.13
2012-08-22,Google,brand,4.05,3,15,0.49
2012-08-22,Google,nonbrand,274.05,203,1015,32.89
2012-08-22,direct,(direct),0.0,6,6,0.0
2012-08-23,Affiliate,(organic/referral),1.8,12,24,0.09
2012-08-23,Bing,nonbrand,77.0,70,280,9.24
2012-08-23,Google,brand,6.75,5,25,0.81
2012-08-23,Google,nonbrand,228.15,169,845,27.38
2012-08-23,direct,(direct),0.0,16,16,0.0
2012-08-24,Affiliate,(organic/referral),0.75,5,10,0.04
2012-08-24,Bing,brand,2.2,2,8,0.26
2012-08-24,Bing,nonbrand,58.3,53,212,7.0
2012-08-24,Google,brand,10.8,8,40,1.3
2012-08-24,Google,nonbrand,189.0,140,700,22.68
2012-08-24,direct,(direct),0.0,15,15,0.0
2012-08-25,Affiliate,(organic/referral),0.45,3,6,0.02
2012-08-25,Bing,nonbrand,22.0,20,80,2.64
2012-08-25,Google,brand,4.05,3,15,0.49
2012-08-25,Google,nonbrand,105.3,78,390,12.64
2012-08-25,direct,(direct),0.0,9,9,0.0
2012-08-26,Affiliate,(organic/referral),0.45,3,6,0.02
2012-08-26,Bing,brand,2.2,2,8,0.26
2012-08-26,Bing,nonbrand,25.3,23,92,3.04
2012-08-26,Google,brand,6.75,5,25,0.81
2012-08-26,Google,nonbrand,122.85,91,455,14.74
2012-08-26,direct,(direct),0.0,9,9,0.0
2012-08-27,Affiliate,(organic/referral),2.4,16,32,0.12
2012-08-27,Bing,brand,3.3,3,12,0.4
2012-08-27,Bing,nonbrand,62.7,57,228,7.52
2012-08-27,Google,brand,16.2,12,60,1.94
2012-08-27,Google,nonbrand,240.3,178,890,28.84
2012-08-27,direct,(direct),0.0,10,10,0.0
2012-08-28,Affiliate,(organic/referral),1.65,11,22,0.08
2012-08-28,Bing,brand,2.2,2,8,0.26
2012-08-28,Bing,nonbrand,71.5,65,260,8.58
2012-08-28,Google,brand,12.15,9,45,1.46
2012-08-28,Google,nonbrand,238.95,177,885,28.67
2012-08-28,direct,(direct),0.0,7,7,0.0
2012-08-29,Affiliate,(organic/referral),1.05,7,14,0.05
2012-08-29,Bing,brand,4.4,4,16,0.53
2012-08-29,Bing,nonbrand,75.9,69,276,9.11
2012-08-29,Google,brand,10.8,8,40,1.3
2012-08-29,Google,nonbrand,288.9,214,1070,34.67
2012-08-29,direct,(direct),0.0,7,7,0.0
2012-08-30,Affiliate,(organic/referral),2.1,14,28,0.11
2012-08-30,Bing,brand,4.4,4,16,0.53
2012-08-30,Bing,nonbrand,59.4,54,216,7.13
2012-08-30,Google,brand,9.45,7,35,1.13
2012-08-30,Google,nonbrand,233.55,173,865,28.03
2012-08-30,direct,(direct),0.0,8,8,0.0
2012-08-31,Affiliate,(organic/referral),1.2,8,16,0.06
2012-08-31,Bing,brand,2.2,2,8,0.26
2012-08-31,Bing,nonbrand,55.0,50,200,6.6
2012-08-31,Google,brand,10.8,8,40,1.3
2012-08-31,Google,nonbrand,199.8,148,740,23.98
2012-08-31,direct,(direct),0.0,13,13,0.0
2012-09-01,Affiliate,(organic/referral),0.75,5,10,0.04
2012-09-01,Bing,brand,1.1,1,4,0.13
2012-09-01,Bing,nonbrand,27.5,25,100,3.3
2012-09-01,Google,brand,5.4,4,20,0.65
2012-09-01,Google,nonbrand,101.25,75,375,12.15
2012-09-01,direct,(direct),0.0,5,5,0.0
2012-09-02,Affiliate,(organic/referral),0.75,5,10,0.04
2012-09-02,Bing,nonbrand,17.6,16,64,2.11
2012-09-02,Google,brand,6.75,5,25,0.81
2012-09-02,Google,nonbrand,101.25,75,375,12.15
2012-09-02,direct,(direct),0.0,4,4,0.0
2012-09-03,Affiliate,(organic/referral),1.8,12,24,0.09
2012-09-03,Bing,brand,4.4,4,16,0.53
2012-09-03,Bing,nonbrand,45.1,41,164,5.41
2012-09-03,Google,brand,6.75,5,25,0.81
2012-09-03,Google,nonbrand,148.5,110,550,17.82
2012-09-03,direct,(direct),0.0,14,14,0.0
2012-09-04,Affiliate,(organic/referral),0.9,6,12,0.04
2012-09-04,Bing,brand,3.3,3,12,0.4
2012-09-04,Bing,nonbrand,53.9,49,196,6.47
2012-09-04,Google,brand,10.8,8,40,1.3
2012-09-04,Google,nonbrand,209.25,155,775,25.11
2012-09-04,direct,(direct),0.0,9,9,0.0
2012-09-05,Affiliate,(organic/referral),1.05,7,14,0.05
2012-09-05,Bing,brand,3.3,3,12,0.4
2012-09-05,Bing,nonbrand,63.8,58,232,7.66
2012-09-05,Google,brand,18.9,14,70,2.27
2012-09-05,Google,nonbrand,263.25,195,975,31.59
2012-09-05,direct,(direct),0.0,10,10,0.0
2012-09-06,Affiliate,(organic/referral),2.55,17,34,0.13
2012-09-06,Bing,brand,3.3,3,12,0.4
2012-09-06,Bing,nonbrand,64.9,59,236,7.79
2012-09-06,Google,brand,14.85,11,55,1.78
2012-09-06,Google,nonbrand,216.0,160,800,25.92
2012-09-06,direct,(direct),0.0,8,8,0.0
2012-09-07,Affiliate,(organic/referral),1.95,13,26,0.1
2012-09-07,Bing,brand,3.3,3,12,0.4
2012-09-07,Bing,nonbrand,51.7,47,188,6.2
2012-09-07,Google,brand,12.15,9,45,1.46
2012-09-07,Google,nonbrand,206.55,153,765,24.79
2012-09-07,direct,(direct),0.0,13,13,0.0
2012-09-08,Affiliate,(organic/referral),0.9,6,12,0.04
2012-09-08,Bing,brand,1.1,1,4,0.13
2012-09-08,Bing,nonbrand,22.0,20,80,2.64
2012-09-08,Google,brand,4.05,3,15,0.49
2012-09-08,Google,nonbrand,103.95,77,385,12.47
2012-09-08,direct,(direct),0.0,7,7,0.0
2012-09-09,Affiliate,(organic/referral),1.05,7,14,0.05
2012-09-09,Bing,brand,1.1,1,4,0.13
2012-09-09,Bing,nonbrand,29.7,27,108,3.56
2012-09-09,Google,brand,5.4,4,20,0.65
2012-09-09,Google,nonbrand,117.45,87,435,14.09
2012-09-09,direct,(direct),0.0,7,7,0.0
2012-09-10,Affiliate,(organic/referral),1.5,10,20,0.08
2012-09-10,Bing,brand,3.3,3,12,0.4
2012-09-10,Bing,nonbrand,52.8,48,192,6.34
2012-09-10,Google,brand,12.15,9,45,1.46
2012-09-10,Google,nonbrand,205.2,152,760,24.62
2012-09-10,direct,(direct),0.0,17,17,0.0
2012-09-11,Affiliate,(organic/referral),2.4,16,32,0.12
2012-09-11,Bing,brand,4.4,4,16,0.53
2012-09-11,Bing,nonbrand,55.0,50,200,6.6
2012-09-11,Google,brand,14.85,11,55,1.78
2012-09-11,Google,nonbrand,210.6,156,780,25.27
2012-09-11,direct,(direct),0.0,12,12,0.0
2012-09-12,Affiliate,(organic/referral),1.65,11,22,0.08
2012-09-12,Bing,brand,2.2,2,8,0.26
2012-09-12,Bing,nonbrand,61.6,56,224,7.39
2012-09-12,Google,brand,6.75,5,25,0.81
2012-09-12,Google,nonbrand,220.05,163,815,26.41
2012-09-12,direct,(direct),0.0,6,6,0.0
2012-09-13,Affiliate,(organic/referral),2.4,16,32,0.12
2012-09-13,Bing,brand,1.1,1,4,0.13
2012-09-13,Bing,nonbrand,72.6,66,264,8.71
2012-09-13,Google,brand,18.9,14,70,2.27
2012-09-13,Google,nonbrand,236.25,175,875,28.35
2012-09-13,direct,(direct),0.0,8,8,0.0
2012-09-14,Affiliate,(organic/referral),1.65,11,22,0.08
2012-09-14,Bing,brand,2.2,2,8,0.26
2012-09-14,Bing,nonbrand,56.1,51,204,6.73
2012-09-14,Google,brand,13.5,10,50,1.62
2012-09-14,Google,nonbrand,193.05,143,715,23.17
2012-09-14,direct,(direct),0.0,8,8,0.0
2012-09-15,Affiliate,(organic/referral),0.9,6,12,0.04
2012-09-15,Bing,brand,1.1,1,4,0.13
2012-09-15,Bing,nonbrand,34.1,31,124,4.09
2012-09-15,Google,brand,2.7,2,10,0.32
2012-09-15,Google,nonbrand,101.25,75,375,12.15
2012-09-15,direct,(direct),0.0,4,4,0.0
2012-09-16,Affiliate,(organic/referral),0.45,3,6,0.02
2012-09-16,Bing,nonbrand,28.6,26,104,3.43
2012-09-16,Google,brand,10.8,8,40,1.3
2012-09-16,Google,nonbrand,118.8,88,440,14.26
2012-09-16,direct,(direct),0.0,5,5,0.0
2012-09-17,Affiliate,(organic/referral),3.0,20,40,0.15
2012-09-17,Bing,brand,3.3,3,12,0.4
2012-09-17,Bing,nonbrand,63.8,58,232,7.66
2012-09-17,Google,brand,12.15,9,45,1.46
2012-09-17,Google,nonbrand,272.7,202,1010,32.72
2012-09-17,direct,(direct),0.0,16,16,0.0
2012-09-18,Affiliate,(organic/referral),1.65,11,22,0.08
2012-09-18,Bing,brand,7.7,7,28,0.92
2012-09-18,Bing,nonbrand,53.9,49,196,6.47
2012-09-18,Google,brand,12.15,9,45,1.46
2012-09-18,Google,nonbrand,288.9,214,1070,34.67
2012-09-18,direct,(direct),0.0,13,13,0.0
2012-09-19,Affiliate,(organic/referral),1.8,12,24,0.09
2012-09-19,Bing,brand,5.5,5,20,0.66
2012-09-19,Bing,nonbrand,83.6,76,304,10.03
2012-09-19,Google,brand,16.2,12,60,1.94
2012-09-19,Google,nonbrand,256.5,190,950,30.78
2012-09-19,direct,(direct),0.0,16,16,0.0
2012-09-20,Affiliate,(organic/referral),2.4,16,32,0.12
2012-09-20,Bing,brand,3.3,3,12,0.4
2012-09-20,Bing,nonbrand,68.2,62,248,8.18
2012-09-20,Google,brand,24.3,18,90,2.92
2012-09-20,Google,nonbrand,271.35,201,1005,32.56
2012-09-20,direct,(direct),0.0,11,11,0.0
2012-09-21,Affiliate,(organic/referral),1.95,13,26,0.1
2012-09-21,Bing,brand,3.3,3,12,0.4
2012-09-21,Bing,nonbrand,70.4,64,256,8.45
2012-09-21,Google,brand,21.6,16,80,2.59
2012-09-21,Google,nonbrand,224.1,166,830,26.89
2012-09-21,direct,(direct),0.0,9,9,0.0
2012-09-22,Affiliate,(organic/referral),0.6,4,8,0.03
2012-09-22,Bing,brand,1.1,1,4,0.13
2012-09-22,Bing,nonbrand,33.0,30,120,3.96
2012-09-22,Google,brand,9.45,7,35,1.13
2012-09-22,Google,nonbrand,121.5,90,450,14.58
2012-09-22,direct,(direct),0.0,10,10,0.0
2012-09-23,Affiliate,(organic/referral),1.35,9,18,0.07
2012-09-23,Bing,brand,2.2,2,8,0.26
2012-09-23,Bing,nonbrand,40.7,37,148,4.88
2012-09-23,Google,brand,9.45,7,35,1.13
2012-09-23,Google,nonbrand,128.25,95,475,15.39
2012-09-23,direct,(direct),0.0,3,3,0.0
2012-09-24,Affiliate,(organic/referral),1.95,13,26,0.1
2012-09-24,Bing,brand,2.2,2,8,0.26
2012-09-24,Bing,nonbrand,55.0,50,200,6.6
2012-09-24,Google,brand,17.55,13,65,2.11
2012-09-24,Google,nonbrand,222.75,165,825,26.73
2012-09-24,direct,(direct),0.0,16,16,0.0
2012-09-25,Affiliate,(organic/referral),2.55,17,34,0.13
2012-09-25,Bing,brand,3.3,3,12,0.4
2012-09-25,Bing,nonbrand,69.3,63,252,8.32
2012-09-25,Google,brand,9.45,7,35,1.13
2012-09-25,Google,nonbrand,241.65,179,895,29.0
2012-09-25,direct,(direct),0.0,7,7,0.0
2012-09-26,Affiliate,(organic/referral),2.25,15,30,0.11
2012-09-26,Bing,brand,7.7,7,28,0.92
2012-09-26,Bing,nonbrand,55.0,50,200,6.6
2012-09-26,Google,brand,14.85,11,55,1.78
2012-09-26,Google,nonbrand,244.35,181,905,29.32
2012-09-26,direct,(direct),0.0,10,10,0.0
2012-09-27,Affiliate,(organic/referral),3.6,24,48,0.18
2012-09-27,Bing,brand,2.2,2,8,0.26
2012-09-27,Bing,nonbrand,55.0,50,200,6.6
2012-09-27,Google,brand,12.15,9,45,1.46
2012-09-27,Google,nonbrand,251.1,186,930,30.13
2012-09-27,direct,(direct),0.0,11,11,0.0
2012-09-28,Affiliate,(organic/referral),2.55,17,34,0.13
2012-09-28,Bing,brand,2.2,2,8,0.26
2012-09-28,Bing,nonbrand,52.8,48,192,6.34
2012-09-28,Google,brand,18.9,14,70,2.27
2012-09-28,Google,nonbrand,214.65,159,795,25.76
2012-09-28,direct,(direct),0.0,13,13,0.0
2012-09-29,Affiliate,(organic/referral),0.6,4,8,0.03
2012-09-29,Bing,brand,2.2,2,8,0.26
2012-09-29,Bing,nonbrand,25.3,23,92,3.04
2012-09-29,Google,brand,6.75,5,25,0.81
2012-09-29,Google,nonbrand,114.75,85,425,13.77
2012-09-29,direct,(direct),0.0,8,8,0.0
2012-09-30,Affiliate,(organic/referral),0.75,5,10,0.04
2012-09-30,Bing,brand,1.1,1,4,0.13
2012-09-30,Bing,nonbrand,37.4,34,136,4.49
2012-09-30,Google,brand,6.75,5,25,0.81
2012-09-30,Google,nonbrand,101.25,75,375,12.15
2012-09-30,direct,(direct),0.0,5,5,0.0
2012-10-01,Affiliate,(organic/referral),1.8,12,24,0.09
2012-10-01,Bing,brand,2.2,2,8,0.26
2012-10-01,Bing,nonbrand,62.7,57,228,7.52
2012-10-01,Google,brand,12.15,9,45,1.46
2012-10-01,Google,nonbrand,234.9,174,870,28.19
2012-10-01,direct,(direct),0.0,9,9,0.0
2012-10-02,Affiliate,(organic/referral),1.65,11,22,0.08
2012-10-02,Bing,brand,1.1,1,4,0.13
2012-10-02,Bing,nonbrand,61.6,56,224,7.39
2012-10-02,Google,brand,10.8,8,40,1.3
2012-10-02,Google,nonbrand,199.8,148,740,23.98
2012-10-02,direct,(direct),0.0,14,14,0.0
2012-10-03,Affiliate,(organic/referral),2.85,19,38,0.14
2012-10-03,Bing,brand,7.7,7,28,0.92
2012-10-03,Bing,nonbrand,59.4,54,216,7.13
2012-10-03,Google,brand,12.15,9,45,1.46
2012-10-03,Google,nonbrand,237.6,176,880,28.51
2012-10-03,direct,(direct),0.0,15,15,0.0
2012-10-04,Affiliate,(organic/referral),2.4,16,32,0.12
2012-10-04,Bing,brand,2.2,2,8,0.26
2012-10-04,Bing,nonbrand,57.2,52,208,6.86
2012-10-04,Google,brand,14.85,11,55,1.78
2012-10-04,Google,nonbrand,252.45,187,935,30.29
2012-10-04,direct,(direct),0.0,18,18,0.0
2012-10-05,Affiliate,(organic/referral),2.25,15,30,0.11
2012-10-05,Bing,nonbrand,53.9,49,196,6.47
2012-10-05,Google,brand,14.85,11,55,1.78
2012-10-05,Google,nonbrand,211.95,157,785,25.43
2012-10-05,direct,(direct),0.0,14,14,0.0
2012-10-06,Affiliate,(organic/referral),0.75,5,10,0.04
2012-10-06,Bing,brand,1.1,1,4,0.13
2012-10-06,Bing,nonbrand,15.4,14,56,1.85
2012-10-06,Google,brand,8.1,6,30,0.97
2012-10-06,Google,nonbrand,110.7,82,410,13.28
2012-10-06,direct,(direct),0.0,7,7,0.0
2012-10-07,Affiliate,(organic/referral),0.9,6,12,0.04
2012-10-07,Bing,nonbrand,19.8,18,72,2.38
2012-10-07,Google,brand,9.45,7,35,1.13
2012-10-07,Google,nonbrand,95.85,71,355,11.5
2012-10-07,direct,(direct),0.0,9,9,0.0
2012-10-08,Affiliate,(organic/referral),2.4,16,32,0.12
2012-10-08,Bing,brand,3.3,3,12,0.4
2012-10-08,Bing,nonbrand,45.1,41,164,5.41
2012-10-08,Google,brand,16.2,12,60,1.94
2012-10-08,Google,nonbrand,260.55,193,965,31.27
2012-10-08,direct,(direct),0.0,11,11,0.0
2012-10-09,Affiliate,(organic/referral),2.85,19,38,0.14
2012-10-09,Bing,brand,1.1,1,4,0.13
2012-10-09,Bing,nonbrand,67.1,61,244,8.05
2012-10-09,Google,brand,21.6,16,80,2.59
2012-10-09,Google,nonbrand,240.3,178,890,28.84
2012-10-09,direct,(direct),0.0,17,17,0.0
2012-10-10,Affiliate,(organic/referral),3.6,24,48,0.18
2012-10-10,Bing,brand,3.3,3,12,0.4
2012-10-10,Bing,nonbrand,77.0,70,280,9.24
2012-10-10,Google,brand,21.6,16,80,2.59
2012-10-10,Google,nonbrand,228.15,169,845,27.38
2012-10-10,direct,(direct),0.0,16,16,0.0
2012-10-11,Affiliate,(organic/referral),2.4,16,32,0.12
2012-10-11,Bing,brand,8.8,8,32,1.06
2012-10-11,Bing,nonbrand,61.6,56,224,7.39
2012-10-11,Google,brand,18.9,14,70,2.27
2012-10-11,Google,nonbrand,226.8,168,840,27.22
2012-10-11,direct,(direct),0.0,15,15,0.0
2012-10-12,Affiliate,(organic/referral),2.25,15,30,0.11
2012-10-12,Bing,brand,3.3,3,12,0.4
2012-10-12,Bing,nonbrand,67.1,61,244,8.05
2012-10-12,Google,brand,17.55,13,65,2.11
2012-10-12,Google,nonbrand,203.85,151,755,24.46
2012-10-12,direct,(direct),0.0,15,15,0.0
2012-10-13,Affiliate,(organic/referral),0.9,6,12,0.04
2012-10-13,Bing,brand,3.3,3,12,0.4
2012-10-13,Bing,nonbrand,25.3,23,92,3.04
2012-10-13,Google,brand,6.75,5,25,0.81
2012-10-13,Google,nonbrand,97.2,72,360,11.66
2012-10-13,direct,(direct),0.0,11,11,0.0
2012-10-14,Affiliate,(organic/referral),1.2,8,16,0.06
2012-10-14,Bing,nonbrand,39.6,36,144,4.75
2012-10-14,Google,brand,6.75,5,25,0.81
2012-10-14,Google,nonbrand,132.3,98,490,15.88
2012-10-14,direct,(direct),0.0,11,11,0.0
2012-10-15,Affiliate,(organic/referral),3.0,20,40,0.15
2012-10-15,Bing,brand,2.2,2,8,0.26
2012-10-15,Bing,nonbrand,73.7,67,268,8.84
2012-10-15,Google,brand,20.25,15,75,2.43
2012-10-15,Google,nonbrand,276.75,205,1025,33.21
2012-10-15,direct,(direct),0.0,17,17,0.0
2012-10-16,Affiliate,(organic/referral),1.8,12,24,0.09
2012-10-16,Bing,brand,4.4,4,16,0.53
2012-10-16,Bing,nonbrand,69.3,63,252,8.32
2012-10-16,Google,brand,22.95,17,85,2.75
2012-10-16,Google,nonbrand,255.15,189,945,30.62
2012-10-16,direct,(direct),0.0,13,13,0.0
2012-10-17,Affiliate,(organic/referral),2.25,15,30,0.11
2012-10-17,Bing,brand,8.8,8,32,1.06
2012-10-17,Bing,nonbrand,92.4,84,336,11.09
2012-10-17,Google,brand,16.2,12,60,1.94
2012-10-17,Google,nonbrand,268.65,199,995,32.24
2012-10-17,direct,(direct),0.0,15,15,0.0
2012-10-18,Affiliate,(organic/referral),1.35,9,18,0.07
2012-10-18,Bing,brand,1.1,1,4,0.13
2012-10-18,Bing,nonbrand,88.0,80,320,10.56
2012-10-18,Google,brand,16.2,12,60,1.94
2012-10-18,Google,nonbrand,348.3,258,1290,41.8
2012-10-18,direct,(direct),0.0,16,16,0.0
2012-10-19,Affiliate,(organic/referral),2.85,19,38,0.14
2012-10-19,Bing,brand,3.3,3,12,0.4
